港口,货物,年份,月份,吞吐量
镇江港,活猪,2022,4,2173
镇江港,活猪,2022,5,3859
镇江港,活猪,2022,6,2751
镇江港,活猪,2022,7,2467
镇江港,活猪,2022,8,1844
镇江港,活猪,2022,9,2434
镇江港,活猪,2022,10,1774
镇江港,活猪,2022,11,3604
镇江港,活猪,2022,12,977
镇江港,燕麦,2020,1,4736
镇江港,燕麦,2020,2,1622
镇江港,燕麦,2020,3,1235
镇江港,燕麦,2020,4,1060
镇江港,燕麦,2020,5,2457
镇江港,燕麦,2020,6,2438
镇江港,燕麦,2020,7,2130
镇江港,燕麦,2020,8,588
镇江港,燕麦,2020,9,2280
镇江港,燕麦,2020,10,2409
镇江港,燕麦,2020,11,2500
镇江港,燕麦,2020,12,2730
镇江港,燕麦,2021,1,1499
镇江港,燕麦,2021,2,1061
镇江港,燕麦,2021,3,1719
镇江港,燕麦,2021,4,2365
镇江港,燕麦,2021,5,1275
镇江港,燕麦,2021,6,3454
镇江港,燕麦,2021,7,2845
镇江港,燕麦,2021,8,1729
镇江港,燕麦,2021,9,2167
镇江港,燕麦,2021,10,1410
镇江港,燕麦,2021,11,1249
镇江港,燕麦,2021,12,3316
镇江港,燕麦,2022,1,1863
镇江港,燕麦,2022,2,6139
镇江港,燕麦,2022,3,3305
镇江港,燕麦,2022,4,1581
镇江港,燕麦,2022,5,2355
镇江港,燕麦,2022,6,3417
镇江港,燕麦,2022,7,3485
镇江港,燕麦,2022,8,2360
镇江港,燕麦,2022,9,2367
镇江港,燕麦,2022,10,2870
镇江港,燕麦,2022,11,3926
镇江港,燕麦,2022,12,1805
镇江港,猪腩,2020,1,3497
镇江港,猪腩,2020,2,326
镇江港,猪腩,2020,3,3020
镇江港,猪腩,2020,4,2164
镇江港,猪腩,2020,5,2094
镇江港,猪腩,2020,6,2308
镇江港,猪腩,2020,7,1111
镇江港,猪腩,2020,8,2320
镇江港,猪腩,2020,9,1535
镇江港,猪腩,2020,10,1387
镇江港,猪腩,2020,11,1744
镇江港,猪腩,2020,12,2082
镇江港,猪腩,2021,1,2970
镇江港,猪腩,2021,2,2524
镇江港,猪腩,2021,3,1527
镇江港,猪腩,2021,4,3228
镇江港,猪腩,2021,5,1262
镇江港,猪腩,2021,6,1395
镇江港,猪腩,2021,7,2366
镇江港,猪腩,2021,8,4441
镇江港,猪腩,2021,9,3472
镇江港,猪腩,2021,10,820
镇江港,猪腩,2021,11,2163
镇江港,猪腩,2021,12,1860
镇江港,猪腩,2022,1,2046
镇江港,猪腩,2022,2,2517
镇江港,猪腩,2022,3,3550
镇江港,猪腩,2022,4,858
镇江港,猪腩,2022,5,1338
镇江港,猪腩,2022,6,2707
镇江港,猪腩,2022,7,1449
镇江港,猪腩,2022,8,1654
镇江港,猪腩,2022,9,3332
镇江港,猪腩,2022,10,3078
镇江港,猪腩,2022,11,3152
镇江港,猪腩,2022,12,2568
镇江港,砂石,2020,1,1230
镇江港,砂石,2020,2,2348
镇江港,砂石,2020,3,2632
镇江港,砂石,2020,4,3379
镇江港,砂石,2020,5,2247
镇江港,砂石,2020,6,2686
镇江港,砂石,2020,7,1981
镇江港,砂石,2020,8,1360
镇江港,砂石,2020,9,1040
镇江港,砂石,2020,10,1912
镇江港,砂石,2020,11,2978
镇江港,砂石,2020,12,1943
镇江港,砂石,2021,1,2493
镇江港,砂石,2021,2,3374
镇江港,砂石,2021,3,1490
镇江港,砂石,2021,4,2982
镇江港,砂石,2021,5,3061
镇江港,砂石,2021,6,1133
镇江港,砂石,2021,7,1013
镇江港,砂石,2021,8,2426
镇江港,砂石,2021,9,1352
镇江港,砂石,2021,10,2811
镇江港,砂石,2021,11,2398
镇江港,砂石,2021,12,1385
镇江港,砂石,2022,1,2745
镇江港,砂石,2022,2,2328
镇江港,砂石,2022,3,2818
镇江港,砂石,2022,4,2488
镇江港,砂石,2022,5,3029
镇江港,砂石,2022,6,2413
镇江港,砂石,2022,7,2550
镇江港,砂石,2022,8,2077
镇江港,砂石,2022,9,1254
镇江港,砂石,2022,10,4184
镇江港,砂石,2022,11,1950
镇江港,砂石,2022,12,3157
镇江港,稻谷,2020,1,2944
镇江港,稻谷,2020,2,2166
镇江港,稻谷,2020,3,2889
镇江港,稻谷,2020,4,4783
镇江港,稻谷,2020,5,2225
镇江港,稻谷,2020,6,1918
镇江港,稻谷,2020,7,2327
镇江港,稻谷,2020,8,2057
镇江港,稻谷,2020,9,1953
镇江港,稻谷,2020,10,2245
镇江港,稻谷,2020,11,1521
镇江港,稻谷,2020,12,996
镇江港,稻谷,2021,1,2648
镇江港,稻谷,2021,2,2708
镇江港,稻谷,2021,3,1497
镇江港,稻谷,2021,4,917
镇江港,稻谷,2021,5,2306
镇江港,稻谷,2021,6,2852
镇江港,稻谷,2021,7,1110
镇江港,稻谷,2021,8,1009
镇江港,稻谷,2021,9,1896
镇江港,稻谷,2021,10,2277
镇江港,稻谷,2021,11,2329
镇江港,稻谷,2021,12,3486
镇江港,稻谷,2022,1,1061
镇江港,稻谷,2022,2,1473
镇江港,稻谷,2022,3,2867
镇江港,稻谷,2022,4,1204
镇江港,稻谷,2022,5,2181
镇江港,稻谷,2022,6,1996
镇江港,稻谷,2022,7,2393
镇江港,稻谷,2022,8,2690
镇江港,稻谷,2022,9,525
镇江港,稻谷,2022,10,2094
镇江港,稻谷,2022,11,803
镇江港,稻谷,2022,12,2344
镇江港,茶叶,2020,1,1486
镇江港,茶叶,2020,2,2746
镇江港,茶叶,2020,3,1838
镇江港,茶叶,2020,4,3618
镇江港,茶叶,2020,5,3187
镇江港,茶叶,2020,6,3324
镇江港,茶叶,2020,7,2692
镇江港,茶叶,2020,8,1616
镇江港,茶叶,2020,9,3743
镇江港,茶叶,2020,10,1430
镇江港,茶叶,2020,11,2672
镇江港,茶叶,2020,12,2928
镇江港,茶叶,2021,1,1845
镇江港,茶叶,2021,2,1464
镇江港,茶叶,2021,3,1161
镇江港,茶叶,2021,4,1355
镇江港,茶叶,2021,5,1190
镇江港,茶叶,2021,6,3089
镇江港,茶叶,2021,7,3657
镇江港,茶叶,2021,8,1681
镇江港,茶叶,2021,9,3061
镇江港,茶叶,2021,10,866
镇江港,茶叶,2021,11,3375
镇江港,茶叶,2021,12,3499
镇江港,茶叶,2022,1,3365
镇江港,茶叶,2022,2,2456
镇江港,茶叶,2022,3,1118
镇江港,茶叶,2022,4,2740
镇江港,茶叶,2022,5,3015
镇江港,茶叶,2022,6,2999
镇江港,茶叶,2022,7,3245
镇江港,茶叶,2022,8,3341
镇江港,茶叶,2022,9,2495
镇江港,茶叶,2022,10,1195
镇江港,茶叶,2022,11,4015
镇江港,茶叶,2022,12,3495
镇江港,钢材,2020,1,587
镇江港,钢材,2020,2,2025
镇江港,钢材,2020,3,1549
镇江港,钢材,2020,4,3477
镇江港,钢材,2020,5,3384
镇江港,钢材,2020,6,1951
镇江港,钢材,2020,7,1442
镇江港,钢材,2020,8,2112
镇江港,钢材,2020,9,1498
镇江港,钢材,2020,10,4148
镇江港,钢材,2020,11,2082
镇江港,钢材,2020,12,2515
镇江港,钢材,2021,1,2367
镇江港,钢材,2021,2,3586
镇江港,钢材,2021,3,2264
镇江港,钢材,2021,4,1450
镇江港,钢材,2021,5,2812
镇江港,钢材,2021,6,2731
镇江港,钢材,2021,7,1899
镇江港,钢材,2021,8,2920
镇江港,钢材,2021,9,2299
镇江港,钢材,2021,10,815
镇江港,钢材,2021,11,1864
镇江港,钢材,2021,12,2668
镇江港,钢材,2022,1,2792
镇江港,钢材,2022,2,1403
镇江港,钢材,2022,3,1529
镇江港,钢材,2022,4,1449
镇江港,钢材,2022,5,2365
镇江港,钢材,2022,6,2715
镇江港,钢材,2022,7,1453
镇江港,钢材,2022,8,3724
镇江港,钢材,2022,9,1686
镇江港,钢材,2022,10,3207
镇江港,钢材,2022,11,2404
镇江港,钢材,2022,12,2767
镇江港,铁矿石,2019,12,49
镇江港,铁矿石,2020,1,1956
镇江港,铁矿石,2020,2,3239
镇江港,铁矿石,2020,3,913
镇江港,铁矿石,2020,4,900
镇江港,铁矿石,2020,5,1899
镇江港,铁矿石,2020,6,1995
镇江港,铁矿石,2020,7,1208
镇江港,铁矿石,2020,8,1480
镇江港,铁矿石,2020,9,3152
镇江港,铁矿石,2020,10,1940
镇江港,铁矿石,2020,11,2257
镇江港,铁矿石,2020,12,1133
镇江港,铁矿石,2021,1,1471
镇江港,铁矿石,2021,2,3665
镇江港,铁矿石,2021,3,1474
镇江港,铁矿石,2021,4,3086
镇江港,铁矿石,2021,5,2439
镇江港,铁矿石,2021,6,4260
镇江港,铁矿石,2021,7,1823
镇江港,铁矿石,2021,8,1467
镇江港,铁矿石,2021,9,1655
镇江港,铁矿石,2021,10,4846
镇江港,铁矿石,2021,11,3197
镇江港,铁矿石,2021,12,3078
镇江港,铁矿石,2022,1,3538
镇江港,铁矿石,2022,2,2897
镇江港,铁矿石,2022,3,1258
镇江港,铁矿石,2022,4,1905
镇江港,铁矿石,2022,5,3496
镇江港,铁矿石,2022,6,2622
镇江港,铁矿石,2022,7,1084
镇江港,铁矿石,2022,8,1981
镇江港,铁矿石,2022,9,1094
镇江港,铁矿石,2022,10,1783
镇江港,铁矿石,2022,11,2525
镇江港,铁矿石,2022,12,2943
镇江港,铜,2020,1,1885
镇江港,铜,2020,2,2546
镇江港,铜,2020,3,1423
镇江港,铜,2020,4,3336
镇江港,铜,2020,5,1678
镇江港,铜,2020,6,2019
镇江港,铜,2020,7,1257
镇江港,铜,2020,8,1295
镇江港,铜,2020,9,1984
镇江港,铜,2020,10,1419
镇江港,铜,2020,11,158
镇江港,铜,2020,12,3134
镇江港,铜,2021,1,2971
镇江港,铜,2021,2,1458
镇江港,铜,2021,3,2756
镇江港,铜,2021,4,2419
镇江港,铜,2021,5,2544
镇江港,铜,2021,6,1765
镇江港,铜,2021,7,996
镇江港,铜,2021,8,695
镇江港,铜,2021,9,1444
镇江港,铜,2021,10,2156
镇江港,铜,2021,11,3312
镇江港,铜,2021,12,2463
镇江港,铜,2022,1,2010
镇江港,铜,2022,2,4204
镇江港,铜,2022,3,1681
镇江港,铜,2022,4,2268
镇江港,铜,2022,5,2458
镇江港,铜,2022,6,4202
镇江港,铜,2022,7,1638
镇江港,铜,2022,8,1200
镇江港,铜,2022,9,3034
镇江港,铜,2022,10,1762
镇江港,铜,2022,11,2162
镇江港,铜,2022,12,1341
镇江港,黑麦,2020,1,3034
镇江港,黑麦,2020,2,1223
镇江港,黑麦,2020,3,2634
镇江港,黑麦,2020,4,1354
镇江港,黑麦,2020,5,2431
镇江港,黑麦,2020,6,803
镇江港,黑麦,2020,7,2133
镇江港,黑麦,2020,8,1732
镇江港,黑麦,2020,9,2828
镇江港,黑麦,2020,10,1250
镇江港,黑麦,2020,11,2475
镇江港,黑麦,2020,12,1262
镇江港,黑麦,2021,1,3226
镇江港,黑麦,2021,2,1326
镇江港,黑麦,2021,3,2012
镇江港,黑麦,2021,4,1553
镇江港,黑麦,2021,5,4477
镇江港,黑麦,2021,6,1899
镇江港,黑麦,2021,7,1865
镇江港,黑麦,2021,8,1134
镇江港,黑麦,2021,9,2621
镇江港,黑麦,2021,10,1422
镇江港,黑麦,2021,11,2681
镇江港,黑麦,2021,12,1863
镇江港,黑麦,2022,1,1506
镇江港,黑麦,2022,2,2297
镇江港,黑麦,2022,3,1754
镇江港,黑麦,2022,4,1458
镇江港,黑麦,2022,5,1558
镇江港,黑麦,2022,6,2069
镇江港,黑麦,2022,7,1425
镇江港,黑麦,2022,8,1923
镇江港,黑麦,2022,9,1091
镇江港,黑麦,2022,10,1295
镇江港,黑麦,2022,11,4376
镇江港,黑麦,2022,12,1517
马鞍山港,三钙,2020,1,2129
马鞍山港,三钙,2020,2,1138
马鞍山港,三钙,2020,3,2800
马鞍山港,三钙,2020,4,2045
马鞍山港,三钙,2020,5,738
马鞍山港,三钙,2020,6,2005
马鞍山港,三钙,2020,7,4465
马鞍山港,三钙,2020,8,3632
马鞍山港,三钙,2020,9,1834
马鞍山港,三钙,2020,10,1694
马鞍山港,三钙,2020,11,1336
马鞍山港,三钙,2020,12,1121
马鞍山港,三钙,2021,1,1573
马鞍山港,三钙,2021,2,2755
马鞍山港,三钙,2021,3,2212
马鞍山港,三钙,2021,4,2434
马鞍山港,三钙,2021,5,2908
马鞍山港,三钙,2021,6,353
马鞍山港,三钙,2021,7,1837
马鞍山港,三钙,2021,8,628
马鞍山港,三钙,2021,9,2589
马鞍山港,三钙,2021,10,3031
马鞍山港,三钙,2021,11,2236
马鞍山港,三钙,2021,12,2139
马鞍山港,三钙,2022,1,2698
马鞍山港,三钙,2022,2,1583
马鞍山港,三钙,2022,3,1930
马鞍山港,三钙,2022,4,1219
马鞍山港,三钙,2022,5,2396
马鞍山港,三钙,2022,6,1901
马鞍山港,三钙,2022,7,797
马鞍山港,三钙,2022,8,1874
马鞍山港,三钙,2022,9,2359
马鞍山港,三钙,2022,10,1089
马鞍山港,三钙,2022,11,2937
马鞍山港,三钙,2022,12,2784
马鞍山港,单氟磷酸钠,2019,12,308
马鞍山港,单氟磷酸钠,2020,1,2374
马鞍山港,单氟磷酸钠,2020,2,1944
马鞍山港,单氟磷酸钠,2020,3,1537
马鞍山港,单氟磷酸钠,2020,4,1853
马鞍山港,单氟磷酸钠,2020,5,828
马鞍山港,单氟磷酸钠,2020,6,2971
马鞍山港,单氟磷酸钠,2020,7,3169
马鞍山港,单氟磷酸钠,2020,8,3327
马鞍山港,单氟磷酸钠,2020,9,1345
马鞍山港,单氟磷酸钠,2020,10,3019
马鞍山港,单氟磷酸钠,2020,11,2420
马鞍山港,单氟磷酸钠,2020,12,1644
马鞍山港,单氟磷酸钠,2021,1,3457
马鞍山港,单氟磷酸钠,2021,2,1612
马鞍山港,单氟磷酸钠,2021,3,2833
马鞍山港,单氟磷酸钠,2021,4,2627
马鞍山港,单氟磷酸钠,2021,5,996
马鞍山港,单氟磷酸钠,2021,6,1218
马鞍山港,单氟磷酸钠,2021,7,2622
马鞍山港,单氟磷酸钠,2021,8,1446
马鞍山港,单氟磷酸钠,2021,9,3989
马鞍山港,单氟磷酸钠,2021,10,2019
马鞍山港,单氟磷酸钠,2021,11,1431
马鞍山港,单氟磷酸钠,2021,12,2640
马鞍山港,单氟磷酸钠,2022,1,1518
马鞍山港,单氟磷酸钠,2022,2,429
马鞍山港,单氟磷酸钠,2022,3,1223
马鞍山港,单氟磷酸钠,2022,4,2695
马鞍山港,单氟磷酸钠,2022,5,1335
马鞍山港,单氟磷酸钠,2022,6,2612
马鞍山港,单氟磷酸钠,2022,7,3030
马鞍山港,单氟磷酸钠,2022,8,1134
马鞍山港,单氟磷酸钠,2022,9,1955
马鞍山港,单氟磷酸钠,2022,10,580
马鞍山港,单氟磷酸钠,2022,11,1472
马鞍山港,单氟磷酸钠,2022,12,2075
马鞍山港,原油,2020,1,2625
马鞍山港,原油,2020,2,878
马鞍山港,原油,2020,3,2624
马鞍山港,原油,2020,4,859
马鞍山港,原油,2020,5,2923
马鞍山港,原油,2020,6,1348
马鞍山港,原油,2020,7,2907
马鞍山港,原油,2020,8,2093
马鞍山港,原油,2020,9,2633
马鞍山港,原油,2020,10,1982
马鞍山港,原油,2020,11,2854
马鞍山港,原油,2020,12,2326
马鞍山港,原油,2021,1,3985
马鞍山港,原油,2021,2,1473
马鞍山港,原油,2021,3,1955
马鞍山港,原油,2021,4,1995
马鞍山港,原油,2021,5,2949
马鞍山港,原油,2021,6,2718
马鞍山港,原油,2021,7,4625
马鞍山港,原油,2021,8,2237
马鞍山港,原油,2021,9,2775
马鞍山港,原油,2021,10,2126
马鞍山港,原油,2021,11,2980
马鞍山港,原油,2021,12,2790
马鞍山港,原油,2022,1,1144
马鞍山港,原油,2022,2,1038
马鞍山港,原油,2022,3,1466
马鞍山港,原油,2022,4,497
马鞍山港,原油,2022,5,2874
马鞍山港,原油,2022,6,3197
马鞍山港,原油,2022,7,2134
马鞍山港,原油,2022,8,323
马鞍山港,原油,2022,9,1902
马鞍山港,原油,2022,10,1334
马鞍山港,原油,2022,11,2164
马鞍山港,原油,2022,12,2030
马鞍山港,原煤,2020,1,1732
马鞍山港,原煤,2020,2,2277
马鞍山港,原煤,2020,3,2204
马鞍山港,原煤,2020,4,2370
马鞍山港,原煤,2020,5,2282
马鞍山港,原煤,2020,6,2675
马鞍山港,原煤,2020,7,1642
马鞍山港,原煤,2020,8,1322
马鞍山港,原煤,2020,9,1823
马鞍山港,原煤,2020,10,978
马鞍山港,原煤,2020,11,2243
马鞍山港,原煤,2020,12,2730
马鞍山港,原煤,2021,1,1953
马鞍山港,原煤,2021,2,1266
马鞍山港,原煤,2021,3,2178
马鞍山港,原煤,2021,4,2758
马鞍山港,原煤,2021,5,2044
马鞍山港,原煤,2021,6,2985
马鞍山港,原煤,2021,7,1148
马鞍山港,原煤,2021,8,1386
马鞍山港,原煤,2021,9,1315
马鞍山港,原煤,2021,10,2280
马鞍山港,原煤,2021,11,1796
马鞍山港,原煤,2021,12,2367
马鞍山港,原煤,2022,1,1391
马鞍山港,原煤,2022,2,2602
马鞍山港,原煤,2022,3,1919
马鞍山港,原煤,2022,4,1933
马鞍山港,原煤,2022,5,2414
马鞍山港,原煤,2022,6,1654
马鞍山港,原煤,2022,7,815
马鞍山港,原煤,2022,8,1837
马鞍山港,原煤,2022,9,1645
马鞍山港,原煤,2022,10,2270
马鞍山港,原煤,2022,11,3312
马鞍山港,原煤,2022,12,2026
马鞍山港,大豆,2020,1,3115
马鞍山港,大豆,2020,2,2254
马鞍山港,大豆,2020,3,2151
马鞍山港,大豆,2020,4,2199
马鞍山港,大豆,2020,5,2462
马鞍山港,大豆,2020,6,1756
马鞍山港,大豆,2020,7,1818
马鞍山港,大豆,2020,8,2944
马鞍山港,大豆,2020,9,2987
马鞍山港,大豆,2020,10,4338
马鞍山港,大豆,2020,11,4160
马鞍山港,大豆,2020,12,3034
马鞍山港,大豆,2021,1,1471
马鞍山港,大豆,2021,2,1453
马鞍山港,大豆,2021,3,2715
马鞍山港,大豆,2021,4,606
马鞍山港,大豆,2021,5,1668
马鞍山港,大豆,2021,6,2618
马鞍山港,大豆,2021,7,4425
马鞍山港,大豆,2021,8,1906
马鞍山港,大豆,2021,9,2903
马鞍山港,大豆,2021,10,3239
马鞍山港,大豆,2021,11,2314
马鞍山港,大豆,2021,12,1725
马鞍山港,大豆,2022,1,1862
马鞍山港,大豆,2022,2,3960
马鞍山港,大豆,2022,3,1879
马鞍山港,大豆,2022,4,1924
马鞍山港,大豆,2022,5,2475
马鞍山港,大豆,2022,6,2159
马鞍山港,大豆,2022,7,106
马鞍山港,大豆,2022,8,2410
马鞍山港,大豆,2022,9,2538
马鞍山港,大豆,2022,10,3446
马鞍山港,大豆,2022,11,4541
马鞍山港,大豆,2022,12,1286
马鞍山港,大豆油,2020,1,2933
马鞍山港,大豆油,2020,2,2698
马鞍山港,大豆油,2020,3,3719
马鞍山港,大豆油,2020,4,1531
马鞍山港,大豆油,2020,5,2244
马鞍山港,大豆油,2020,6,3855
马鞍山港,大豆油,2020,7,2216
马鞍山港,大豆油,2020,8,3636
马鞍山港,大豆油,2020,9,2337
马鞍山港,大豆油,2020,10,2748
马鞍山港,大豆油,2020,11,1071
马鞍山港,大豆油,2020,12,118
马鞍山港,大豆油,2021,1,2121
马鞍山港,大豆油,2021,2,732
马鞍山港,大豆油,2021,3,2407
马鞍山港,大豆油,2021,4,3309
马鞍山港,大豆油,2021,5,1876
马鞍山港,大豆油,2021,6,3032
马鞍山港,大豆油,2021,7,1879
马鞍山港,大豆油,2021,8,2230
马鞍山港,大豆油,2021,9,1593
马鞍山港,大豆油,2021,10,446
马鞍山港,大豆油,2021,11,1383
马鞍山港,大豆油,2021,12,1484
马鞍山港,大豆油,2022,1,2690
马鞍山港,大豆油,2022,2,2532
马鞍山港,大豆油,2022,3,3773
马鞍山港,大豆油,2022,4,1680
马鞍山港,大豆油,2022,5,632
马鞍山港,大豆油,2022,6,913
马鞍山港,大豆油,2022,7,1707
马鞍山港,大豆油,2022,8,1937
马鞍山港,大豆油,2022,9,2101
马鞍山港,大豆油,2022,10,1280
马鞍山港,大豆油,2022,11,1779
马鞍山港,大豆油,2022,12,1810
马鞍山港,大豆粉,2020,1,1763
马鞍山港,大豆粉,2020,2,1274
马鞍山港,大豆粉,2020,3,2342
马鞍山港,大豆粉,2020,4,3340
马鞍山港,大豆粉,2020,5,2472
马鞍山港,大豆粉,2020,6,1761
马鞍山港,大豆粉,2020,7,1697
马鞍山港,大豆粉,2020,8,1585
马鞍山港,大豆粉,2020,9,780
马鞍山港,大豆粉,2020,10,1491
马鞍山港,大豆粉,2020,11,1750
马鞍山港,大豆粉,2020,12,2649
马鞍山港,大豆粉,2021,1,2208
马鞍山港,大豆粉,2021,2,2996
马鞍山港,大豆粉,2021,3,1963
马鞍山港,大豆粉,2021,4,2794
马鞍山港,大豆粉,2021,5,2477
马鞍山港,大豆粉,2021,6,1939
马鞍山港,大豆粉,2021,7,2699
马鞍山港,大豆粉,2021,8,2383
马鞍山港,大豆粉,2021,9,481
马鞍山港,大豆粉,2021,10,1835
马鞍山港,大豆粉,2021,11,1400
马鞍山港,大豆粉,2021,12,1060
马鞍山港,大豆粉,2022,1,2174
马鞍山港,大豆粉,2022,2,1430
马鞍山港,大豆粉,2022,3,2488
马鞍山港,大豆粉,2022,4,1427
马鞍山港,大豆粉,2022,5,2043
马鞍山港,大豆粉,2022,6,1520
马鞍山港,大豆粉,2022,7,3080
马鞍山港,大豆粉,2022,8,1541
马鞍山港,大豆粉,2022,9,1140
马鞍山港,大豆粉,2022,10,2929
马鞍山港,大豆粉,2022,11,1601
马鞍山港,大豆粉,2022,12,2199
马鞍山港,大麦,2020,1,1707
马鞍山港,大麦,2020,2,2576
马鞍山港,大麦,2020,3,1596
马鞍山港,大麦,2020,4,1899
马鞍山港,大麦,2020,5,3006
马鞍山港,大麦,2020,6,2949
马鞍山港,大麦,2020,7,1495
马鞍山港,大麦,2020,8,2369
马鞍山港,大麦,2020,9,1115
马鞍山港,大麦,2020,10,2050
马鞍山港,大麦,2020,11,1977
马鞍山港,大麦,2020,12,2750
马鞍山港,大麦,2021,1,1445
马鞍山港,大麦,2021,2,2724
马鞍山港,大麦,2021,3,1787
马鞍山港,大麦,2021,4,949
马鞍山港,大麦,2021,5,2787
马鞍山港,大麦,2021,6,2326
马鞍山港,大麦,2021,7,1753
马鞍山港,大麦,2021,8,2151
马鞍山港,大麦,2021,9,2726
马鞍山港,大麦,2021,10,2223
马鞍山港,大麦,2021,11,1640
马鞍山港,大麦,2021,12,2836
马鞍山港,大麦,2022,1,1322
马鞍山港,大麦,2022,2,1030
马鞍山港,大麦,2022,3,1647
马鞍山港,大麦,2022,4,1561
马鞍山港,大麦,2022,5,1276
马鞍山港,大麦,2022,6,1090
马鞍山港,大麦,2022,7,1447
马鞍山港,大麦,2022,8,1680
马鞍山港,大麦,2022,9,988
马鞍山港,大麦,2022,10,1659
马鞍山港,大麦,2022,11,1291
马鞍山港,大麦,2022,12,1797
马鞍山港,天然橡胶,2020,1,1682
马鞍山港,天然橡胶,2020,2,2028
马鞍山港,天然橡胶,2020,3,682
马鞍山港,天然橡胶,2020,4,1438
马鞍山港,天然橡胶,2020,5,1740
马鞍山港,天然橡胶,2020,6,937
马鞍山港,天然橡胶,2020,7,1111
马鞍山港,天然橡胶,2020,8,326
马鞍山港,天然橡胶,2020,9,1333
马鞍山港,天然橡胶,2020,10,1541
马鞍山港,天然橡胶,2020,11,3357
马鞍山港,天然橡胶,2020,12,2469
马鞍山港,天然橡胶,2021,1,2245
马鞍山港,天然橡胶,2021,2,1825
马鞍山港,天然橡胶,2021,3,2156
马鞍山港,天然橡胶,2021,4,1400
马鞍山港,天然橡胶,2021,5,2418
马鞍山港,天然橡胶,2021,6,1702
马鞍山港,天然橡胶,2021,7,3088
马鞍山港,天然橡胶,2021,8,2876
马鞍山港,天然橡胶,2021,9,545
马鞍山港,天然橡胶,2021,10,2809
马鞍山港,天然橡胶,2021,11,3007
马鞍山港,天然橡胶,2021,12,5144
马鞍山港,天然橡胶,2022,1,2228
马鞍山港,天然橡胶,2022,2,2720
马鞍山港,天然橡胶,2022,3,2585
马鞍山港,天然橡胶,2022,4,1122
马鞍山港,天然橡胶,2022,5,3147
马鞍山港,天然橡胶,2022,6,3250
马鞍山港,天然橡胶,2022,7,2465
马鞍山港,天然橡胶,2022,8,1374
马鞍山港,天然橡胶,2022,9,1230
马鞍山港,天然橡胶,2022,10,2482
马鞍山港,天然橡胶,2022,11,1647
马鞍山港,天然橡胶,2022,12,1797
马鞍山港,小牛,2020,1,1359
马鞍山港,小牛,2020,2,1091
马鞍山港,小牛,2020,3,1983
马鞍山港,小牛,2020,4,2767
马鞍山港,小牛,2020,5,252
马鞍山港,小牛,2020,6,1419
马鞍山港,小牛,2020,7,423
马鞍山港,小牛,2020,8,2966
马鞍山港,小牛,2020,9,3627
马鞍山港,小牛,2020,10,3089
马鞍山港,小牛,2020,11,1107
马鞍山港,小牛,2020,12,1229
马鞍山港,小牛,2021,1,2523
马鞍山港,小牛,2021,2,1852
马鞍山港,小牛,2021,3,1947
